Date,Open,High,Low,Close,Adj Close,Volume
2023-10-05,1.890000,1.970000,1.801000,1.950000,1.950000,115900
2023-10-06,1.910000,1.910000,1.870000,1.890000,1.890000,17700
2023-10-09,1.910000,1.910000,1.800000,1.910000,1.910000,29300
2023-10-10,1.950000,1.950000,1.830000,1.900000,1.900000,18700
2023-10-11,1.810000,1.890000,1.790000,1.790000,1.790000,56200
2023-10-12,1.780000,1.910000,1.780000,1.820000,1.820000,9100
2023-10-13,1.810000,1.892000,1.760000,1.840000,1.840000,7200
2023-10-16,1.800000,1.890000,1.800000,1.870000,1.870000,14500
2023-10-17,1.830000,1.880000,1.780000,1.780000,1.780000,21300
2023-10-18,1.780000,1.840000,1.780000,1.818000,1.818000,6000
2023-10-19,1.790000,1.850000,1.790000,1.820000,1.820000,5100
2023-10-20,1.760000,1.840000,1.760000,1.800000,1.800000,20200
2023-10-23,1.760000,1.850000,1.740000,1.840000,1.840000,25100
2023-10-24,1.810000,1.850000,1.760000,1.830000,1.830000,18400
2023-10-25,1.760000,1.830000,1.753000,1.754000,1.754000,22000
2023-10-26,1.750000,1.820000,1.750000,1.810000,1.810000,25200
2023-10-27,1.800000,1.890000,1.800000,1.860000,1.860000,9800
2023-10-30,1.850000,1.910000,1.834000,1.900000,1.900000,14800
2023-10-31,1.840000,1.920000,1.820000,1.820000,1.820000,24100
2023-11-01,1.810000,1.900000,1.810000,1.900000,1.900000,13100
2023-11-02,1.890000,1.940000,1.829000,1.892000,1.892000,19500
2023-11-03,1.853000,1.870000,1.800000,1.800000,1.800000,40500
2023-11-06,1.790000,1.850000,1.790000,1.800000,1.800000,19800
2023-11-07,1.790000,1.899000,1.775000,1.780000,1.780000,26300
2023-11-08,1.750000,1.830000,1.750000,1.790000,1.790000,23300
2023-11-09,1.790000,1.830000,1.741000,1.800000,1.800000,18600
2023-11-10,1.790000,1.820000,1.740000,1.750000,1.750000,12600
2023-11-13,1.821000,1.821000,1.720000,1.790000,1.790000,26600
2023-11-14,1.820000,1.830000,1.740000,1.780000,1.780000,18300
2023-11-15,1.730000,1.815000,1.660000,1.660000,1.660000,54900
2023-11-16,1.670000,1.748000,1.620000,1.620000,1.620000,21100
2023-11-17,1.620000,1.690000,1.620000,1.620000,1.620000,10500
2023-11-20,1.620000,1.690000,1.620000,1.660000,1.660000,10500
2023-11-21,1.670000,1.690000,1.630000,1.650000,1.650000,15700
2023-11-22,1.620000,1.720000,1.620000,1.668000,1.668000,11900
2023-11-24,1.670000,1.720000,1.660000,1.670000,1.670000,28600
2023-11-27,1.720000,1.720000,1.600000,1.600000,1.600000,35500
2023-11-28,1.610000,1.680000,1.600000,1.630000,1.630000,16600
2023-11-29,1.660000,1.660000,1.450000,1.480000,1.480000,68200
2023-11-30,1.460000,1.470000,1.320000,1.350000,1.350000,25100
2023-12-01,1.430000,1.430000,1.020000,1.100000,1.100000,119300
2023-12-04,1.250000,1.270000,1.105000,1.150000,1.150000,160500
2023-12-05,1.150000,1.180000,1.070000,1.090000,1.090000,55900
2023-12-06,1.080000,1.095000,0.959000,0.980000,0.980000,106400
2023-12-07,1.030000,1.040000,0.980000,0.980000,0.980000,47600
2023-12-08,1.000000,1.000000,0.910000,0.930000,0.930000,88900
2023-12-11,0.934000,0.934000,0.761000,0.785000,0.785000,173300
2023-12-12,0.800000,0.820000,0.720000,0.760000,0.760000,81200
2023-12-13,0.732000,0.768000,0.732000,0.734000,0.734000,39700
2023-12-14,0.751000,0.807000,0.745000,0.760000,0.760000,49800
2023-12-15,0.770000,0.790000,0.726000,0.726000,0.726000,60800
2023-12-18,0.700000,0.800000,0.700000,0.739000,0.739000,113400
2023-12-19,0.740000,0.795000,0.718000,0.748000,0.748000,263600
2023-12-20,0.750000,0.758000,0.706000,0.706000,0.706000,169800
2023-12-21,0.710000,0.777000,0.706000,0.736000,0.736000,262500
2023-12-22,0.740000,0.763000,0.728000,0.735000,0.735000,188800
2023-12-26,0.796000,0.799000,0.700000,0.711000,0.711000,342300
2023-12-27,0.720000,0.760000,0.707000,0.749000,0.749000,640600
2023-12-28,0.765000,0.788000,0.700000,0.710000,0.710000,594400
2023-12-29,0.720000,0.740000,0.587000,0.678000,0.678000,725500
2024-01-02,0.690000,0.701000,0.580000,0.594000,0.594000,675500
2024-01-03,0.594000,0.609000,0.480000,0.500000,0.500000,795100
2024-01-04,0.490000,0.549000,0.423000,0.537000,0.537000,1220800
2024-01-05,0.538000,0.538000,0.480000,0.491000,0.491000,531300
2024-01-08,0.480000,0.482000,0.351000,0.368000,0.368000,1222200
2024-01-09,0.357000,0.366000,0.280000,0.293000,0.293000,1201800
2024-01-10,0.400000,0.661000,0.362000,0.523000,0.523000,112885200
2024-01-11,0.523000,0.565000,0.483000,0.532000,0.532000,8142500
2024-01-12,0.548000,0.548000,0.462000,0.527000,0.527000,2916200
2024-01-16,0.500000,0.520000,0.433000,0.460000,0.460000,1307000
2024-01-17,0.435000,0.446000,0.369000,0.406000,0.406000,880800
2024-01-18,0.394000,0.399000,0.357000,0.379000,0.379000,662300
2024-01-19,0.385000,0.395000,0.352000,0.386000,0.386000,500000
2024-01-22,0.390000,0.430000,0.350000,0.401000,0.401000,417300
2024-01-23,0.420000,0.450000,0.401000,0.424000,0.424000,361200
2024-01-24,0.444000,0.475000,0.430000,0.471000,0.471000,354800
2024-01-25,0.474000,0.474000,0.443000,0.450000,0.450000,271000
2024-01-26,0.466000,0.476000,0.443000,0.448000,0.448000,354600
2024-01-29,0.448000,0.448000,0.412000,0.430000,0.430000,120200
2024-01-30,0.430000,0.470000,0.415000,0.459000,0.459000,247000
2024-01-31,0.430000,0.463000,0.422000,0.436000,0.436000,182200
2024-02-01,0.437000,0.437000,0.422000,0.435000,0.435000,112600
2024-02-02,0.438000,0.447000,0.422000,0.423000,0.423000,110800
2024-02-05,0.420000,0.420000,0.340000,0.351000,0.351000,561000
2024-02-06,0.350000,0.366000,0.309000,0.316000,0.316000,335100
2024-02-07,0.320000,0.338000,0.320000,0.335000,0.335000,465600
2024-02-08,0.325000,0.349000,0.325000,0.347000,0.347000,326100
2024-02-09,0.336000,0.346000,0.315000,0.321000,0.321000,239500
2024-02-12,0.321000,0.330000,0.296000,0.300000,0.300000,286400
2024-02-13,0.300000,0.300000,0.275000,0.282000,0.282000,341900
2024-02-14,0.296000,0.309000,0.290000,0.303000,0.303000,265700
2024-02-15,0.299000,0.310000,0.290000,0.292000,0.292000,232900
2024-02-16,0.292000,0.295000,0.270000,0.282000,0.282000,278500
2024-02-20,0.299000,0.300000,0.281000,0.299000,0.299000,239800
2024-02-21,0.290000,0.315000,0.289000,0.297000,0.297000,213700
2024-02-22,0.296000,0.308000,0.271000,0.280000,0.280000,414900
2024-02-23,0.270000,0.279000,0.254000,0.265000,0.265000,247500
2024-02-26,0.275000,0.300000,0.268000,0.299000,0.299000,373100
2024-02-27,0.299000,0.330000,0.288000,0.306000,0.306000,803400
2024-02-28,0.431000,0.435000,0.326000,0.350000,0.350000,52280200
2024-02-29,0.310000,0.320000,0.277000,0.280000,0.280000,4408700
2024-03-01,0.262000,0.304000,0.250000,0.294000,0.294000,2656400
2024-03-04,0.297000,0.297000,0.260000,0.269000,0.269000,899100
2024-03-05,0.263000,0.278000,0.240000,0.250000,0.250000,1366200
2024-03-06,0.248000,0.265000,0.243000,0.265000,0.265000,1011100
2024-03-07,0.277000,0.277000,0.253000,0.256000,0.256000,747000
2024-03-08,0.264000,0.264000,0.241000,0.243000,0.243000,805100
2024-03-11,0.238000,0.248000,0.232000,0.237000,0.237000,767200
2024-03-12,0.228000,0.230000,0.178000,0.186000,0.186000,2605100
2024-03-13,0.180000,0.211000,0.180000,0.200000,0.200000,922800
2024-03-14,0.200000,0.289000,0.200000,0.250000,0.250000,6884700
2024-03-15,0.244000,0.260000,0.230000,0.238000,0.238000,1065700
2024-03-18,0.248000,0.253000,0.232000,0.235000,0.235000,418600
2024-03-19,0.235000,0.274000,0.233000,0.245000,0.245000,562300
2024-03-20,0.250000,0.253000,0.221000,0.236000,0.236000,478000
2024-03-21,0.229000,0.250000,0.226000,0.236000,0.236000,323600
2024-03-22,0.231000,0.260000,0.226000,0.260000,0.260000,669400
2024-03-25,0.263000,0.263000,0.230000,0.255000,0.255000,388700
2024-03-26,0.255000,0.270000,0.244000,0.266000,0.266000,399000
2024-03-27,0.274000,0.286000,0.265000,0.281000,0.281000,466000
2024-03-28,0.280000,0.369000,0.280000,0.320000,0.320000,2673100
2024-04-01,0.325000,0.325000,0.273000,0.294000,0.294000,1008500
2024-04-02,0.315000,0.319000,0.280000,0.298000,0.298000,347300
2024-04-03,0.289000,0.317000,0.280000,0.290000,0.290000,493400
2024-04-04,0.300000,0.300000,0.273000,0.280000,0.280000,300300
2024-04-05,0.280000,0.282000,0.264000,0.268000,0.268000,338500
2024-04-08,0.270000,0.289000,0.245000,0.261000,0.261000,3928200
2024-04-09,0.260000,0.265000,0.245000,0.256000,0.256000,886000
2024-04-10,0.240000,0.244000,0.210000,0.226000,0.226000,1223900
2024-04-11,0.217000,0.250000,0.216000,0.220000,0.220000,822500
2024-04-12,0.220000,0.236000,0.219000,0.228000,0.228000,567900
2024-04-15,0.221000,0.230000,0.218000,0.228000,0.228000,479800
2024-04-16,0.229000,0.230000,0.200000,0.215000,0.215000,401100
2024-04-17,0.200000,0.225000,0.200000,0.221000,0.221000,343700
2024-04-18,0.220000,0.225000,0.205000,0.225000,0.225000,460000
2024-04-19,0.220000,0.225000,0.205000,0.215000,0.215000,225200
2024-04-22,0.210000,0.220000,0.201000,0.201000,0.201000,219300
2024-04-23,0.202000,0.210000,0.195000,0.200000,0.200000,178500
2024-04-24,0.196000,0.205000,0.183000,0.191000,0.191000,294100
2024-04-25,0.203000,0.203000,0.191000,0.200000,0.200000,106100
2024-04-26,0.205000,0.205000,0.185000,0.190000,0.190000,268800
2024-04-29,0.196000,0.200000,0.190000,0.200000,0.200000,153800
2024-04-30,0.198000,0.228000,0.192000,0.208000,0.208000,641800
2024-05-01,0.206000,0.209000,0.193000,0.194000,0.194000,179600
2024-05-02,0.207000,0.207000,0.188000,0.193000,0.193000,258500
2024-05-03,0.199000,0.199000,0.188000,0.188000,0.188000,361200
2024-05-06,0.190000,0.196000,0.178000,0.178000,0.178000,805100
2024-05-07,0.173000,0.182000,0.163000,0.170000,0.170000,666100
2024-05-08,0.180000,0.182000,0.158000,0.162000,0.162000,584400
2024-05-09,0.162000,0.163000,0.156000,0.159000,0.159000,468200
2024-05-10,0.164000,0.167000,0.145000,0.147000,0.147000,582400
2024-05-13,0.186000,0.186000,0.131000,0.135000,0.135000,31723400
2024-05-14,0.135000,0.169000,0.122000,0.168000,0.168000,25405700
2024-05-15,0.153000,0.165000,0.140000,0.160000,0.160000,11533100
2024-05-16,0.160000,0.241000,0.160000,0.188000,0.188000,38322400
2024-05-17,0.203000,0.226000,0.158000,0.189000,0.189000,21214300
2024-05-20,0.181000,0.181000,0.143000,0.157000,0.157000,9125900
2024-05-21,0.150000,0.150000,0.135000,0.139000,0.139000,5942800
2024-05-22,0.141000,0.155000,0.130000,0.139000,0.139000,4174800
2024-05-23,0.144000,0.152000,0.135000,0.145000,0.145000,6052300
2024-05-24,0.150000,0.180000,0.143000,0.162000,0.162000,31315900
2024-05-28,0.150000,0.170000,0.136000,0.155000,0.155000,20547800
2024-05-29,0.160000,0.163000,0.146000,0.160000,0.160000,10610000
2024-05-30,0.153000,0.154000,0.136000,0.137000,0.137000,9300000
2024-05-31,0.140000,0.144000,0.129000,0.136000,0.136000,7366500
2024-06-03,0.133000,0.136000,0.123000,0.129000,0.129000,4951000
2024-06-04,0.128000,0.132000,0.115000,0.115000,0.115000,7328500
2024-06-05,0.114000,0.160000,0.110000,0.138000,0.138000,109101100
2024-06-06,0.197000,0.216000,0.141000,0.170000,0.170000,238096500
2024-06-07,0.174000,0.178000,0.141000,0.155000,0.155000,42829200
2024-06-10,0.173000,0.274000,0.160000,0.231000,0.231000,238149500
2024-06-11,0.347000,0.413000,0.232000,0.270000,0.270000,548773200
2024-06-12,0.217000,0.225000,0.183000,0.194000,0.194000,70940700
2024-06-13,0.180000,0.192000,0.157000,0.161000,0.161000,36880400
2024-06-14,0.195000,0.250000,0.173000,0.192000,0.192000,165830900
2024-06-17,0.192000,0.199000,0.172000,0.187000,0.187000,27383300
2024-06-18,0.170000,0.173000,0.146000,0.147000,0.147000,26590600
2024-06-20,0.152000,0.154000,0.132000,0.138000,0.138000,13912700
2024-06-21,0.140000,0.140000,0.128000,0.135000,0.135000,9331900
2024-06-24,0.132000,0.132000,0.122000,0.126000,0.126000,11189300
2024-06-25,0.130000,0.134000,0.122000,0.130000,0.130000,9031000
